,country,year,life_expectancy
139340,United States,1977,73.38
139341,Uruguay,1977,69.8
139343,Uzbekistan,1977,65.37
139345,Vanuatu,1977,55.64
139346,Venezuela,1977,68.52
139347,West Bank and Gaza,1977,63.39
139349,Western Sahara,1977,47.01
139350,Vietnam,1977,63.58
139351,Virgin Islands (U.S.),1977,70.46
139354,Yemen,1977,48.06
139356,Zambia,1977,57.36
139357,Zimbabwe,1977,60.53
139359,South Sudan,1977,43.87
139881,Afghanistan,1978,40.98
139883,Albania,1978,70.86
139884,Algeria,1978,58.28
139887,Angola,1978,45.5
139889,Antigua and Barbuda,1978,69.96
139890,Argentina,1978,69.57
139891,Armenia,1978,72.53
139892,Aruba,1978,71.74
139893,Australia,1978,73.84
139894,Austria,1978,72.2
139895,Azerbaijan,1978,65.68
139896,Bahamas,1978,66.37
139897,Bahrain,1978,68.21
139898,Bangladesh,1978,51.47
139899,Barbados,1978,69.22
139900,Belarus,1978,71.23
139901,Belgium,1978,72.64
139902,Belize,1978,69.06
139903,Benin,1978,48.43
139905,Bhutan,1978,50.21
139906,Bolivia,1978,52.54
139907,Bosnia and Herzegovina,1978,74.12
139908,Botswana,1978,59.21
139909,Brazil,1978,63.07
139911,Brunei,1978,70.33
139912,Bulgaria,1978,71.24
139913,Burkina Faso,1978,45.56
139914,Burundi,1978,45.24
139915,Cambodia,1978,19.55
139916,Cameroon,1978,53.95
139917,Canada,1978,74.46
139918,Cape Verde,1978,60.82
139920,Central African Republic,1978,49.7
139921,Chad,1978,49.72
139922,Channel Islands,1978,72.98
139923,Chile,1978,67.25
139924,China,1978,62.15
139927,Colombia,1978,66.79
139928,Comoros,1978,52.3
139929,"Congo, Dem. Rep.",1978,51.11
139930,"Congo, Rep.",1978,54.97
139932,Costa Rica,1978,72.0
139933,Cote d'Ivoire,1978,51.7
139934,Croatia,1978,70.3
139935,Cuba,1978,73.3
139936,Cyprus,1978,74.58
139937,Czech Republic,1978,71.02
139939,Denmark,1978,74.59
139940,Djibouti,1978,56.15
139942,Dominican Republic,1978,65.19
139944,Ecuador,1978,63.51
139945,Egypt,1978,57.45
139946,El Salvador,1978,58.09
139947,Equatorial Guinea,1978,44.04
139948,Eritrea,1978,46.09
139950,Estonia,1978,69.87
139951,Ethiopia,1978,42.07
139954,Fiji,1978,62.09
139955,Finland,1978,73.13
139956,France,1978,74.12
139957,French Guiana,1978,66.87
139958,French Polynesia,1978,63.28
139959,Gabon,1978,51.81
139960,Gambia,1978,51.61
139961,Georgia,1978,69.31
139962,Germany,1978,72.6
139963,Ghana,1978,52.63
139965,Greece,1978,73.38
139966,Greenland,1978,63.78
139967,Grenada,1978,67.07
139968,Guadeloupe,1978,68.86
139969,Guam,1978,69.13
139970,Guatemala,1978,58.22
139972,Guinea,1978,41.63
139973,Guinea-Bissau,1978,47.27
139974,Guyana,1978,62.03
139975,Haiti,1978,49.97
139977,Honduras,1978,60.8
139978,"Hong Kong, China",1978,74.35
139979,Hungary,1978,69.56
139980,Iceland,1978,76.66
139981,India,1978,54.14
139982,Indonesia,1978,57.87
139983,Iran,1978,57.52
139984,Iraq,1978,58.94
139985,Ireland,1978,72.98
139987,Israel,1978,72.9
139988,Italy,1978,73.78
139989,Jamaica,1978,73.21
139990,Japan,1978,75.67
139992,Jordan,1978,66.46
139993,Kazakhstan,1978,65.41
139994,Kenya,1978,58.74
139995,Kiribati,1978,52.97
139996,North Korea,1978,64.53
139997,South Korea,1978,65.31
140000,Kuwait,1978,72.72
140001,Kyrgyz Republic,1978,62.3
140002,Lao,1978,46.47
140003,Latvia,1978,69.45
140004,Lebanon,1978,66.96
140005,Lesotho,1978,53.38
140006,Liberia,1978,45.92
140007,Libya,1978,66.62
140009,Lithuania,1978,70.93
140010,Luxembourg,1978,71.57
140011,"Macao, China",1978,71.94
140012,"Macedonia, FYR",1978,68.88
140013,Madagascar,1978,52.12
140014,Malawi,1978,44.92
140015,Malaysia,1978,68.21
140016,Maldives,1978,54.51
140017,Mali,1978,40.79
140018,Malta,1978,73.92
140020,Martinique,1978,69.93
140021,Mauritania,1978,53.89
140022,Mauritius,1978,65.87
140023,Mayotte,1978,66.88
140024,Mexico,1978,66.05
140025,"Micronesia, Fed. Sts.",1978,63.37
140026,Moldova,1978,65.47
140028,Mongolia,1978,58.4
140029,Montenegro,1978,72.75
140031,Morocco,1978,58.39
140032,Mozambique,1978,48.52
140033,Myanmar,1978,53.31
140034,Namibia,1978,57.07
140036,Nepal,1978,48.94
140037,Netherlands,1978,75.11
140038,Netherlands Antilles,1978,72.29
140039,New Caledonia,1978,66.25
140040,New Zealand,1978,73.14
140042,Nicaragua,1978,64.73
140043,Niger,1978,40.9
140044,Nigeria,1978,50.84
140049,Norway,1978,75.54
140050,Oman,1978,61.57
140051,Pakistan,1978,58.05
140053,Panama,1978,70.85
140054,Papua New Guinea,1978,51.65
140055,Paraguay,1978,71.28
140056,Peru,1978,61.28
140057,Philippines,1978,63.6
140059,Poland,1978,70.71
140060,Portugal,1978,70.83
140061,Puerto Rico,1978,73.28
140062,Qatar,1978,71.49
140063,Reunion,1978,67.55
140064,Romania,1978,70.01
140065,Russia,1978,67.89
140066,Rwanda,1978,46.81
140070,St. Lucia,1978,67.1
140072,St. Vincent and the Grenadines,1978,66.61
140074,Samoa,1978,62.02
140076,Sao Tome and Principe,1978,61.42
140077,Saudi Arabia,1978,65.01
140078,Senegal,1978,47.33
140079,Serbia,1978,70.37
140082,Seychelles,1978,67.89
140083,Sierra Leone,1978,50.83
140084,Singapore,1978,70.34
140085,Slovak Republic,1978,70.59
140086,Slovenia,1978,70.77
140087,Solomon Islands,1978,60.89
140088,Somalia,1978,46.6
140090,South Africa,1978,55.77
140092,Spain,1978,74.51
140093,Sri Lanka,1978,68.06
140094,Sudan,1978,56.63
140095,Suriname,1978,67.07
140097,Swaziland,1978,53.92
140098,Sweden,1978,75.48
140099,Switzerland,1978,75.39
140100,Syria,1978,64.84
140101,Taiwan,1978,71.15
140102,Tajikistan,1978,63.81
140103,Tanzania,1978,53.61
140104,Thailand,1978,63.62
140105,Timor-Leste,1978,40.27
140106,Togo,1978,52.7
140108,Tonga,1978,66.61
140110,Trinidad and Tobago,1978,67.54
140111,Tunisia,1978,62.27
140112,Turkey,1978,60.29
140113,Turkmenistan,1978,61.28
140116,Uganda,1978,51.83
140117,Ukraine,1978,69.63
140118,United Arab Emirates,1978,65.93
140119,United Kingdom,1978,73.04
140120,United States,1978,73.58
140121,Uruguay,1978,70.05
140123,Uzbekistan,1978,65.64
140125,Vanuatu,1978,56.24
140126,Venezuela,1978,68.79
140127,West Bank and Gaza,1978,64.18
140129,Western Sahara,1978,47.92
140130,Vietnam,1978,64.86
140131,Virgin Islands (U.S.),1978,70.8
140134,Yemen,1978,49.08
140136,Zambia,1978,57.57
140137,Zimbabwe,1978,61.17
140139,South Sudan,1978,44.26
140661,Afghanistan,1979,41.46
140663,Albania,1979,71.14
140664,Algeria,1979,59.56
140667,Angola,1979,45.84
140669,Antigua and Barbuda,1979,70.28
140670,Argentina,1979,69.89
140671,Armenia,1979,72.63
140672,Aruba,1979,72.02
140673,Australia,1979,74.4
140674,Austria,1979,72.51
140675,Azerbaijan,1979,65.6
140676,Bahamas,1979,66.57
140677,Bahrain,1979,68.67
140678,Bangladesh,1979,52.44
140679,Barbados,1979,69.57
140680,Belarus,1979,70.82
140681,Belgium,1979,73.13
140682,Belize,1979,69.43
140683,Benin,1979,48.88
140685,Bhutan,1979,51.18
140686,Bolivia,1979,53.38
140687,Bosnia and Herzegovina,1979,74.48
140688,Botswana,1979,59.74
140689,Brazil,1979,63.45
140691,Brunei,1979,70.65
140692,Bulgaria,1979,71.34
140693,Burkina Faso,1979,46.58
140694,Burundi,1979,45.6
140695,Cambodia,1979,21.91
140696,Cameroon,1979,54.52
140697,Canada,1979,74.81
140698,Cape Verde,1979,61.62
140700,Central African Republic,1979,50.21
140701,Chad,1979,50.14
140702,Channel Islands,1979,73.21
140703,Chile,1979,67.99
140704,China,1979,62.95
140707,Colombia,1979,67.43
140708,Comoros,1979,52.72
140709,"Congo, Dem. Rep.",1979,51.43
140710,"Congo, Rep.",1979,55.22
140712,Costa Rica,1979,72.62
140713,Cote d'Ivoire,1979,52.31
140714,Croatia,1979,70.42
140715,Cuba,1979,73.59
140716,Cyprus,1979,74.79
140717,Czech Republic,1979,71.13
140719,Denmark,1979,74.41
140720,Djibouti,1979,56.61
140722,Dominican Republic,1979,65.65
140724,Ecuador,1979,64.16
140725,Egypt,1979,58.16
140726,El Salvador,1979,57.98
140727,Equatorial Guinea,1979,44.44
140728,Eritrea,1979,46.38
140730,Estonia,1979,69.66
140731,Ethiopia,1979,42.74
140734,Fiji,1979,62.37
140735,Finland,1979,73.42
140736,France,1979,74.43
140737,French Guiana,1979,67.3
140738,French Polynesia,1979,63.9
140739,Gabon,1979,52.61
140740,Gambia,1979,52.62
140741,Georgia,1979,69.37
140742,Germany,1979,72.96
140743,Ghana,1979,52.95
140745,Greece,1979,73.68
140746,Greenland,1979,63.61
140747,Grenada,1979,67.33
140748,Guadeloupe,1979,69.31
140749,Guam,1979,69.47
140750,Guatemala,1979,58.66
140752,Guinea,1979,42.25
140753,Guinea-Bissau,1979,47.54
140754,Guyana,1979,62.18
140755,Haiti,1979,50.3
140757,Honduras,1979,61.65
140758,"Hong Kong, China",1979,74.64
140759,Hungary,1979,69.77
140760,Iceland,1979,76.88
140761,India,1979,54.65
140762,Indonesia,1979,58.45
140763,Iran,1979,56.95
140764,Iraq,1979,58.44
140765,Ireland,1979,73.28
140767,Israel,1979,73.19
140768,Italy,1979,74.11
140769,Jamaica,1979,73.52
140770,Japan,1979,76.18
140772,Jordan,1979,67.0
140773,Kazakhstan,1979,65.71
140774,Kenya,1979,59.36
140775,Kiribati,1979,53.36
140776,North Korea,1979,64.98
140777,South Korea,1979,65.7
140780,Kuwait,1979,73.14
140781,Kyrgyz Republic,1979,62.57
140782,Lao,1979,46.69
140783,Latvia,1979,68.93
140784,Lebanon,1979,67.08
140785,Lesotho,1979,54.01
140786,Liberia,1979,46.57
140787,Libya,1979,67.4
140789,Lithuania,1979,70.8
140790,Luxembourg,1979,72.25
140791,"Macao, China",1979,72.26
140792,"Macedonia, FYR",1979,68.98
140793,Madagascar,1979,52.58
140794,Malawi,1979,45.31
140795,Malaysia,1979,68.56
140796,Maldives,1979,55.53
140797,Mali,1979,41.61
140798,Malta,1979,74.19
140800,Martinique,1979,70.38
140801,Mauritania,1979,54.51
140802,Mauritius,1979,66.41
140803,Mayotte,1979,67.38
140804,Mexico,1979,66.58
140805,"Micronesia, Fed. Sts.",1979,63.53
140806,Moldova,1979,65.41
140808,Mongolia,1979,58.46
140809,Montenegro,1979,72.95
140811,Morocco,1979,59.13
140812,Mozambique,1979,48.88
140813,Myanmar,1979,53.69
140814,Namibia,1979,57.57
140816,Nepal,1979,49.63
140817,Netherlands,1979,75.59
140818,Netherlands Antilles,1979,72.64
140819,New Caledonia,1979,66.68
140820,New Zealand,1979,73.18
140822,Nicaragua,1979,65.28
140823,Niger,1979,41.44
140824,Nigeria,1979,51.42
140829,Norway,1979,75.54
140830,Oman,1979,62.65
140831,Pakistan,1979,58.44
140833,Panama,1979,71.3
140834,Papua New Guinea,1979,52.4
140835,Paraguay,1979,71.51
140836,Peru,1979,61.93
140837,Philippines,1979,63.81
140839,Poland,1979,71.05
140840,Portugal,1979,71.64
140841,Puerto Rico,1979,73.38
140842,Qatar,1979,71.83
140843,Reunion,1979,68.03
140844,Romania,1979,70.06
140845,Russia,1979,67.61
140846,Rwanda,1979,47.12
140850,St. Lucia,1979,67.64
140852,St. Vincent and the Grenadines,1979,66.88
140854,Samoa,1979,62.62
140856,Sao Tome and Principe,1979,61.67
140857,Saudi Arabia,1979,66.03
140858,Senegal,1979,48.4
140859,Serbia,1979,70.53
140862,Seychelles,1979,68.16
140863,Sierra Leone,1979,51.49
140864,Singapore,1979,70.68
140865,Slovak Republic,1979,70.92
140866,Slovenia,1979,70.85
140867,Solomon Islands,1979,61.27
140868,Somalia,1979,47.03
140870,South Africa,1979,56.29
140872,Spain,1979,75.05
140873,Sri Lanka,1979,68.52
140874,Sudan,1979,56.8
140875,Suriname,1979,67.39
140877,Swaziland,1979,54.62
140878,Sweden,1979,75.52
140879,Switzerland,1979,75.69
140880,Syria,1979,65.44
140881,Taiwan,1979,71.28
140882,Tajikistan,1979,64.04
140883,Tanzania,1979,53.98
140884,Thailand,1979,64.1
140885,Timor-Leste,1979,41.01
140886,Togo,1979,53.29
140888,Tonga,1979,66.84
140890,Trinidad and Tobago,1979,67.73
140891,Tunisia,1979,63.36
140892,Turkey,1979,61.03
140893,Turkmenistan,1979,61.58
140896,Uganda,1979,51.93
140897,Ukraine,1979,69.36
140898,United Arab Emirates,1979,66.43
140899,United Kingdom,1979,73.14
140900,United States,1979,74.03
140901,Uruguay,1979,70.32
140903,Uzbekistan,1979,65.94
140905,Vanuatu,1979,56.83
140906,Venezuela,1979,69.04
140907,West Bank and Gaza,1979,64.96
140909,Western Sahara,1979,48.82
140910,Vietnam,1979,65.84
140911,Virgin Islands (U.S.),1979,71.12
140914,Yemen,1979,50.11
140916,Zambia,1979,57.66
140917,Zimbabwe,1979,61.82
140919,South Sudan,1979,44.61
141441,Afghanistan,1980,41.96
141443,Albania,1980,71.39
141444,Algeria,1980,60.92
141447,Angola,1980,46.14
141449,Antigua and Barbuda,1980,70.59
141450,Argentina,1980,70.2
141451,Armenia,1980,72.72
141452,Aruba,1980,72.29
141453,Australia,1980,74.56
141454,Austria,1980,72.64
141455,Azerbaijan,1980,65.55
141456,Bahamas,1980,66.75
141457,Bahrain,1980,69.09
141458,Bangladesh,1980,53.18
141459,Barbados,1980,69.91
141460,Belarus,1980,70.57
141461,Belgium,1980,73.18
141462,Belize,1980,69.78
141463,Benin,1980,49.34
141465,Bhutan,1980,52.12
141466,Bolivia,1980,54.21
141467,Bosnia and Herzegovina,1980,74.82
141468,Botswana,1980,60.24
141469,Brazil,1980,63.81
141471,Brunei,1980,70.95
141472,Bulgaria,1980,71.17
141473,Burkina Faso,1980,47.61
141474,Burundi,1980,45.93
141475,Cambodia,1980,28.16
141476,Cameroon,1980,55.06
141477,Canada,1980,75.05
141478,Cape Verde,1980,62.41
141480,Central African Republic,1980,50.61
141481,Chad,1980,50.56
141482,Channel Islands,1980,73.44
141483,Chile,1980,68.7
141484,China,1980,63.92
141487,Colombia,1980,68.07
141488,Comoros,1980,53.15
141489,"Congo, Dem. Rep.",1980,51.76
141490,"Congo, Rep.",1980,55.45
141492,Costa Rica,1980,73.2
141493,Cote d'Ivoire,1980,52.87
141494,Croatia,1980,70.56
141495,Cuba,1980,73.84
141496,Cyprus,1980,74.99
141497,Czech Republic,1980,70.67
141499,Denmark,1980,74.3
141500,Djibouti,1980,57.1
141502,Dominican Republic,1980,66.12
141504,Ecuador,1980,64.82
141505,Egypt,1980,58.85
141506,El Salvador,1980,57.96
141507,Equatorial Guinea,1980,44.85
141508,Eritrea,1980,46.66
141510,Estonia,1980,69.75
141511,Ethiopia,1980,42.8
141514,Fiji,1980,62.65
141515,Finland,1980,73.71
141516,France,1980,74.53
141517,French Guiana,1980,67.79
141518,French Polynesia,1980,64.56
141519,Gabon,1980,53.42
141520,Gambia,1980,53.61
141521,Georgia,1980,69.4
141522,Germany,1980,73.14
141523,Ghana,1980,53.26
141525,Greece,1980,74.01
141526,Greenland,1980,63.09
141527,Grenada,1980,67.6
141528,Guadeloupe,1980,69.75
141529,Guam,1980,69.8
141530,Guatemala,1980,59.12
141532,Guinea,1980,42.92
141533,Guinea-Bissau,1980,47.83
141534,Guyana,1980,62.34
141535,Haiti,1980,50.62
141537,Honduras,1980,62.5
141538,"Hong Kong, China",1980,74.93
141539,Hungary,1980,69.18
141540,Iceland,1980,76.92
141541,India,1980,55.1
141542,Indonesia,1980,59.01
141543,Iran,1980,56.24
141544,Iraq,1980,57.91
141545,Ireland,1980,73.66
141547,Israel,1980,73.47
141548,Italy,1980,74.07
141549,Jamaica,1980,73.82
141550,Japan,1980,76.16
141552,Jordan,1980,67.51
141553,Kazakhstan,1980,66.05
141554,Kenya,1980,59.96
141555,Kiribati,1980,53.75
141556,North Korea,1980,65.39
141557,South Korea,1980,66.15
141560,Kuwait,1980,73.58
141561,Kyrgyz Republic,1980,62.89
141562,Lao,1980,46.91
141563,Latvia,1980,69.23
141564,Lebanon,1980,67.21
141565,Lesotho,1980,54.65
141566,Liberia,1980,47.14
141567,Libya,1980,68.13
141569,Lithuania,1980,70.78
141570,Luxembourg,1980,72.42
141571,"Macao, China",1980,72.57
141572,"Macedonia, FYR",1980,69.08
141573,Madagascar,1980,53.01
141574,Malawi,1980,45.72
141575,Malaysia,1980,68.89
141576,Maldives,1980,56.58
141577,Mali,1980,42.45
141578,Malta,1980,74.47
141580,Martinique,1980,70.82
141581,Mauritania,1980,55.13
141582,Mauritius,1980,66.92
141583,Mayotte,1980,67.86
141584,Mexico,1980,67.09
141585,"Micronesia, Fed. Sts.",1980,63.64
141586,Moldova,1980,65.4
141588,Mongolia,1980,58.56
141589,Montenegro,1980,73.16
141591,Morocco,1980,59.93
141592,Mozambique,1980,49.17
141593,Myanmar,1980,54.07
141594,Namibia,1980,58.06
141596,Nepal,1980,50.32
141597,Netherlands,1980,75.72
141598,Netherlands Antilles,1980,72.96
141599,New Caledonia,1980,67.09
141600,New Zealand,1980,72.98
141602,Nicaragua,1980,65.83
141603,Niger,1980,42.0
141604,Nigeria,1980,51.95
141609,Norway,1980,75.8
141610,Oman,1980,63.7
141611,Pakistan,1980,58.79
141613,Panama,1980,71.72
141614,Papua New Guinea,1980,53.11
141615,Paraguay,1980,71.73
141616,Peru,1980,62.59
141617,Philippines,1980,64.06
141619,Poland,1980,70.4
141620,Portugal,1980,71.71
141621,Puerto Rico,1980,73.47
141622,Qatar,1980,72.14
141623,Reunion,1980,68.51
141624,Romania,1980,70.1
141625,Russia,1980,67.57
141626,Rwanda,1980,47.46
141630,St. Lucia,1980,68.15
141632,St. Vincent and the Grenadines,1980,67.19
141634,Samoa,1980,63.2
141636,Sao Tome and Principe,1980,61.83
141637,Saudi Arabia,1980,66.99
141638,Senegal,1980,49.42
141639,Serbia,1980,70.68
141642,Seychelles,1980,68.4
141643,Sierra Leone,1980,52.04
141644,Singapore,1980,71.04
141645,Slovak Republic,1980,70.58
141646,Slovenia,1980,70.89
141647,Solomon Islands,1980,61.53
141648,Somalia,1980,47.46
141650,South Africa,1980,56.85
141652,Spain,1980,75.53
141653,Sri Lanka,1980,68.97
141654,Sudan,1980,56.95
141655,Suriname,1980,67.71
141657,Swaziland,1980,55.31
141658,Sweden,1980,75.74
141659,Switzerland,1980,75.69
141660,Syria,1980,66.01
141661,Taiwan,1980,71.53
141662,Tajikistan,1980,64.28
141663,Tanzania,1980,54.29
141664,Thailand,1980,64.62
141665,Timor-Leste,1980,42.45
141666,Togo,1980,53.87
141668,Tonga,1980,67.08
141670,Trinidad and Tobago,1980,67.89
141671,Tunisia,1980,64.41
141672,Turkey,1980,61.74
141673,Turkmenistan,1980,61.9
141676,Uganda,1980,52.01
141677,Ukraine,1980,69.33
141678,United Arab Emirates,1980,66.91
141679,United Kingdom,1980,73.57
141680,United States,1980,73.93
141681,Uruguay,1980,70.6
141683,Uzbekistan,1980,66.25
141685,Vanuatu,1980,57.41
141686,Venezuela,1980,69.3
141687,West Bank and Gaza,1980,65.74
141689,Western Sahara,1980,49.72
141690,Vietnam,1980,66.49
141691,Virgin Islands (U.S.),1980,71.43
141694,Yemen,1980,51.13
141696,Zambia,1980,57.62
141697,Zimbabwe,1980,62.48
141699,South Sudan,1980,44.93
142221,Afghanistan,1981,42.51
142223,Albania,1981,71.63
142224,Algeria,1981,62.31
142227,Angola,1981,46.42
142229,Antigua and Barbuda,1981,70.9
142230,Argentina,1981,70.51
142231,Armenia,1981,72.73
142232,Aruba,1981,72.54
142233,Australia,1981,74.92
142234,Austria,1981,72.96
142235,Azerbaijan,1981,65.61
142236,Bahamas,1981,66.95
142237,Bahrain,1981,69.47
142238,Bangladesh,1981,53.72
142239,Barbados,1981,70.25
142240,Belarus,1981,70.84
142241,Belgium,1981,73.59
142242,Belize,1981,70.13
142243,Benin,1981,49.84
142245,Bhutan,1981,53.05
142246,Bolivia,1981,55.04
142247,Bosnia and Herzegovina,1981,75.2
142248,Botswana,1981,60.73
142249,Brazil,1981,64.18
142251,Brunei,1981,71.25
142252,Bulgaria,1981,71.56
142253,Burkina Faso,1981,48.58
142254,Burundi,1981,46.22
142255,Cambodia,1981,38.0
142256,Cameroon,1981,55.56
142257,Canada,1981,75.46
142258,Cape Verde,1981,63.19
142260,Central African Republic,1981,50.86
142261,Chad,1981,50.97
142262,Channel Islands,1981,73.67
142263,Chile,1981,69.36
142264,China,1981,64.2
142267,Colombia,1981,68.67
142268,Comoros,1981,53.59
142269,"Congo, Dem. Rep.",1981,52.09
142270,"Congo, Rep.",1981,55.65
142272,Costa Rica,1981,73.73
142273,Cote d'Ivoire,1981,53.38
142274,Croatia,1981,70.71
142275,Cuba,1981,74.05
142276,Cyprus,1981,75.19
142277,Czech Republic,1981,71.11
142279,Denmark,1981,74.44
142280,Djibouti,1981,57.59
142282,Dominican Republic,1981,66.6
142284,Ecuador,1981,65.49
142285,Egypt,1981,59.52
142286,El Salvador,1981,58.13
142287,Equatorial Guinea,1981,45.26
142288,Eritrea,1981,46.97
142290,Estonia,1981,69.62
142291,Ethiopia,1981,42.87
142294,Fiji,1981,62.92
142295,Finland,1981,74.03
142296,France,1981,74.69
142297,French Guiana,1981,68.31
142298,French Polynesia,1981,65.22
142299,Gabon,1981,54.24
142300,Gambia,1981,54.59
142301,Georgia,1981,69.42
142302,Germany,1981,73.37
142303,Ghana,1981,53.6
142305,Greece,1981,74.33
142306,Greenland,1981,62.71
142307,Grenada,1981,67.86
142308,Guadeloupe,1981,70.18
142309,Guam,1981,70.12
142310,Guatemala,1981,59.6
142312,Guinea,1981,43.66
142313,Guinea-Bissau,1981,48.13
142314,Guyana,1981,62.5
142315,Haiti,1981,50.94
142317,Honduras,1981,63.36
142318,"Hong Kong, China",1981,75.22
142319,Hungary,1981,69.24
142320,Iceland,1981,76.61
142321,India,1981,55.51
142322,Indonesia,1981,59.57
142323,Iran,1981,55.62
142324,Iraq,1981,57.52
142325,Ireland,1981,74.04
142327,Israel,1981,73.74
142328,Italy,1981,74.46
142329,Jamaica,1981,74.1
142330,Japan,1981,76.57
142332,Jordan,1981,68.0
142333,Kazakhstan,1981,66.43
142334,Kenya,1981,60.52
142335,Kiribati,1981,54.17
142336,North Korea,1981,65.75
142337,South Korea,1981,66.66
142340,Kuwait,1981,74.0
142341,Kyrgyz Republic,1981,63.23
142342,Lao,1981,47.17
142343,Latvia,1981,69.18
142344,Lebanon,1981,67.36
142345,Lesotho,1981,55.25
142346,Liberia,1981,47.6
142347,Libya,1981,68.82
142349,Lithuania,1981,70.77
142350,Luxembourg,1981,72.22
142351,"Macao, China",1981,72.88
142352,"Macedonia, FYR",1981,69.21
142353,Madagascar,1981,53.36
142354,Malawi,1981,46.13
142355,Malaysia,1981,69.22
142356,Maldives,1981,57.62
142357,Mali,1981,43.3
142358,Malta,1981,74.74
142360,Martinique,1981,71.25
142361,Mauritania,1981,55.75
142362,Mauritius,1981,67.34
142363,Mayotte,1981,68.34
142364,Mexico,1981,67.58
142365,"Micronesia, Fed. Sts.",1981,63.71
142366,Moldova,1981,65.48
142368,Mongolia,1981,58.73
142369,Montenegro,1981,73.35
142371,Morocco,1981,60.77
142372,Mozambique,1981,49.4
142373,Myanmar,1981,54.44
142374,Namibia,1981,58.54
142376,Nepal,1981,51.06
142377,Netherlands,1981,75.93
142378,Netherlands Antilles,1981,73.27
142379,New Caledonia,1981,67.5
142380,New Zealand,1981,73.77
142382,Nicaragua,1981,66.38
142383,Niger,1981,42.58
142384,Nigeria,1981,52.41
142389,Norway,1981,76.0
142390,Oman,1981,64.69
142391,Pakistan,1981,59.13
142393,Panama,1981,72.1
142394,Papua New Guinea,1981,53.74
142395,Paraguay,1981,71.97
142396,Peru,1981,63.25
142397,Philippines,1981,64.37
142399,Poland,1981,71.38
142400,Portugal,1981,71.9
142401,Puerto Rico,1981,73.56
142402,Qatar,1981,72.45
142403,Reunion,1981,68.97
142404,Romania,1981,70.12
142405,Russia,1981,67.79
142406,Rwanda,1981,47.88
142410,St. Lucia,1981,68.6
142412,St. Vincent and the Grenadines,1981,67.52
142414,Samoa,1981,63.79
142416,Sao Tome and Principe,1981,61.93
142417,Saudi Arabia,1981,67.89
142418,Senegal,1981,50.43
142419,Serbia,1981,70.84
142422,Seychelles,1981,68.63
142423,Sierra Leone,1981,52.5
142424,Singapore,1981,71.39
142425,Slovak Republic,1981,70.82
142426,Slovenia,1981,70.94
142427,Solomon Islands,1981,61.59
142428,Somalia,1981,47.88
142430,South Africa,1981,57.44
142432,Spain,1981,75.67
142433,Sri Lanka,1981,69.35
142434,Sudan,1981,57.11
142435,Suriname,1981,68.02
142437,Swaziland,1981,56.02
142438,Sweden,1981,76.04
142439,Switzerland,1981,75.92
142440,Syria,1981,66.56
142441,Taiwan,1981,71.63
142442,Tajikistan,1981,64.53
142443,Tanzania,1981,54.56
142444,Thailand,1981,65.22
142445,Timor-Leste,1981,44.42
142446,Togo,1981,54.43
142448,Tonga,1981,67.32
142450,Trinidad and Tobago,1981,68.03
142451,Tunisia,1981,65.4
142452,Turkey,1981,62.45
142453,Turkmenistan,1981,62.24
142456,Uganda,1981,52.09
142457,Ukraine,1981,69.36
142458,United Arab Emirates,1981,67.36
142459,United Kingdom,1981,73.9
142460,United States,1981,74.36
142461,Uruguay,1981,70.89
142463,Uzbekistan,1981,66.59
142465,Vanuatu,1981,57.97
142466,Venezuela,1981,69.57
142467,West Bank and Gaza,1981,66.48
142469,Western Sahara,1981,50.61
142470,Vietnam,1981,66.86
142471,Virgin Islands (U.S.),1981,71.74
142474,Yemen,1981,52.13
142476,Zambia,1981,57.45
142477,Zimbabwe,1981,63.13
142479,South Sudan,1981,45.25
143001,Afghanistan,1982,43.11
143003,Albania,1982,71.88
143004,Algeria,1982,63.69
143007,Angola,1982,46.69
143009,Antigua and Barbuda,1982,71.22
143010,Argentina,1982,70.78
143011,Armenia,1982,72.64
143012,Aruba,1982,72.75
143013,Australia,1982,74.7
143014,Austria,1982,73.12
143015,Azerbaijan,1982,65.73
143016,Bahamas,1982,67.12
143017,Bahrain,1982,69.83
143018,Bangladesh,1982,54.15
143019,Barbados,1982,70.58
143020,Belarus,1982,70.95
143021,Belgium,1982,73.81
143022,Belize,1982,70.47
143023,Benin,1982,50.38
143025,Bhutan,1982,53.96
143026,Bolivia,1982,55.87
143027,Bosnia and Herzegovina,1982,75.65
143028,Botswana,1982,61.21
143029,Brazil,1982,64.55
143031,Brunei,1982,71.54
143032,Bulgaria,1982,71.16
143033,Burkina Faso,1982,49.45
143034,Burundi,1982,46.49
143035,Cambodia,1982,44.24
143036,Cameroon,1982,56.03
143037,Canada,1982,75.67
143038,Cape Verde,1982,63.95
143040,Central African Republic,1982,50.96
143041,Chad,1982,51.38
143042,Channel Islands,1982,73.89
143043,Chile,1982,69.97
143044,China,1982,65.28
143047,Colombia,1982,69.24
143048,Comoros,1982,54.03
143049,"Congo, Dem. Rep.",1982,52.41
143050,"Congo, Rep.",1982,55.81
143052,Costa Rica,1982,74.22
143053,Cote d'Ivoire,1982,53.87
143054,Croatia,1982,70.89
143055,Cuba,1982,74.22
143056,Cyprus,1982,75.38
143057,Czech Republic,1982,71.22
143059,Denmark,1982,74.78
143060,Djibouti,1982,58.08
143062,Dominican Republic,1982,67.11
